inst#,actual,predicted,error,prediction
8252,1:1,1:1,,0.845
8253,1:1,1:1,,0.838
8254,1:1,1:1,,0.802
8255,1:1,1:1,,0.843
8256,1:1,1:1,,0.844
8257,1:1,1:1,,0.839
8258,1:1,1:1,,0.845
8259,1:1,1:1,,0.836
8260,1:1,1:1,,0.8
8261,1:1,1:1,,0.842
8262,1:1,1:1,,0.843
8263,1:1,1:1,,0.82
8264,1:1,1:1,,0.819
8265,1:1,1:1,,0.818
8266,1:1,1:1,,0.83
8267,1:1,1:1,,0.843
8268,1:1,1:1,,0.571
8269,1:1,1:1,,0.841
8270,1:1,1:1,,0.842
8271,1:1,1:1,,0.838
8272,1:1,1:1,,0.845
8273,1:1,1:1,,0.834
8274,1:1,1:1,,0.797
8275,1:1,1:1,,0.84
8276,1:1,1:1,,0.843
8277,1:1,1:1,,0.829
8278,1:1,1:1,,0.824
8279,1:1,1:1,,0.824
8280,1:1,1:1,,0.824
8281,1:1,1:1,,0.749
8282,1:1,1:1,,0.839
8283,1:1,1:1,,0.841
8284,1:1,1:1,,0.823
8285,1:1,1:1,,0.826
8286,1:1,1:1,,0.825
8287,1:1,1:1,,0.827
8288,1:1,1:1,,0.843
8289,1:1,1:1,,0.568
8290,1:1,1:1,,0.841
8291,1:1,1:1,,0.842
8292,1:1,1:1,,0.839
8293,1:1,1:1,,0.845
8294,1:1,1:1,,0.831
8295,1:1,1:1,,0.785
8296,1:1,1:1,,0.842
8297,1:1,1:1,,0.843
8298,1:1,1:1,,0.835
8299,1:1,1:1,,0.83
8300,1:1,1:1,,0.83
8301,1:1,1:1,,0.822
8302,1:1,1:1,,0.718
8303,1:1,1:1,,0.838
8304,1:1,1:1,,0.841
8305,1:1,1:1,,0.828
8306,1:1,1:1,,0.832
8307,1:1,1:1,,0.831
8308,1:1,1:1,,0.817
8309,1:1,1:1,,0.73
8310,1:1,1:1,,0.839
8311,1:1,1:1,,0.841
8312,1:1,1:1,,0.831
8313,1:1,1:1,,0.833
8314,1:1,1:1,,0.833
8315,1:1,1:1,,0.82
8316,1:1,1:1,,0.73
8317,1:1,1:1,,0.838
8318,1:1,1:1,,0.84
8319,1:1,1:1,,0.832
8320,1:1,1:1,,0.835
8321,1:1,1:1,,0.834
8322,1:1,1:1,,0.82
8323,1:1,1:1,,0.721
8324,1:1,1:1,,0.837
8325,1:1,1:1,,0.84
8326,1:1,1:1,,0.833
8327,1:1,1:1,,0.836
8328,1:1,1:1,,0.836
8329,1:1,1:1,,0.818
8330,1:1,1:1,,0.715
8331,1:1,1:1,,0.837
8332,1:1,1:1,,0.84
8333,1:1,1:1,,0.834
8334,1:1,1:1,,0.837
8335,1:1,1:1,,0.837
8336,1:1,1:1,,0.81
8337,1:1,1:1,,0.71
8338,1:1,1:1,,0.836
8339,1:1,1:1,,0.839
8340,1:1,1:1,,0.835
8341,1:1,1:1,,0.838
8342,1:1,1:1,,0.837
8343,1:1,1:1,,0.815
8344,1:1,1:1,,0.687
8345,1:1,1:1,,0.836
8346,1:1,1:1,,0.839
8347,1:1,1:1,,0.836
8348,1:1,1:1,,0.839
8349,1:1,1:1,,0.838
8350,1:1,1:1,,0.8
8351,1:1,1:1,,0.691
8352,1:1,1:1,,0.835
8353,1:1,1:1,,0.838
8354,1:1,1:1,,0.839
8355,1:1,1:1,,0.845
8356,1:1,1:1,,0.826
8357,1:1,1:1,,0.754
8358,1:1,1:1,,0.84
8359,1:1,1:1,,0.841
8360,1:1,1:1,,0.843
8361,1:1,1:1,,0.845
8362,1:1,1:1,,0.824
8363,1:1,1:1,,0.732
8364,1:1,1:1,,0.839
8365,1:1,1:1,,0.841
8366,1:1,1:1,,0.841
8367,1:1,1:1,,0.845
8368,1:1,1:1,,0.823
8369,1:1,1:1,,0.726
8370,1:1,1:1,,0.839
8371,1:1,1:1,,0.841
8372,1:1,1:1,,0.841
8373,1:1,1:1,,0.845
8374,1:1,1:1,,0.818
8375,1:1,1:1,,0.731
8376,1:1,1:1,,0.839
8377,1:1,1:1,,0.841
8378,1:1,1:1,,0.841
8379,1:1,1:1,,0.842
8380,1:1,1:1,,0.841
8381,1:1,1:1,,0.799
8382,1:1,1:1,,0.674
8383,1:1,1:1,,0.832
8384,1:1,1:1,,0.837
8385,1:1,1:1,,0.839
8386,1:1,1:1,,0.842
8387,1:1,1:1,,0.841
8388,1:1,1:1,,0.795
8389,1:1,1:1,,0.653
8390,1:1,1:1,,0.831
8391,1:1,1:1,,0.835
8392,1:1,1:1,,0.838
8393,1:1,1:1,,0.842
8394,1:1,1:1,,0.842
8395,1:1,1:1,,0.792
8396,1:1,1:1,,0.649
8397,1:1,1:1,,0.825
8398,1:1,1:1,,0.835
8399,1:1,1:1,,0.84
8400,1:1,1:1,,0.842
8401,1:1,1:1,,0.842
8402,1:1,1:1,,0.789
8403,1:1,1:1,,0.645
8404,1:1,1:1,,0.828
8405,1:1,1:1,,0.834
8406,1:1,1:1,,0.84
8407,1:1,1:1,,0.843
8408,1:1,2:0,+,0.866
8409,1:1,2:0,+,0.879
8410,1:1,2:0,+,0.657
8411,1:1,2:0,+,0.855
8412,1:1,2:0,+,0.861
8413,1:1,2:0,+,0.521
8414,1:1,2:0,+,0.54
8415,1:1,2:0,+,0.602
8416,1:1,2:0,+,0.584
8417,1:1,2:0,+,0.525
8418,1:1,1:1,,0.678
8419,1:1,1:1,,0.537
8420,1:1,1:1,,0.71
8421,1:1,1:1,,0.588
8422,1:1,1:1,,0.805
8423,1:1,1:1,,0.779
8424,1:1,1:1,,0.783
8425,1:1,1:1,,0.518
8426,1:1,1:1,,0.813
8427,1:1,1:1,,0.587
8428,1:1,1:1,,0.813
8429,1:1,2:0,+,0.593
8430,1:1,1:1,,0.835
8431,1:1,1:1,,0.84
8432,1:1,1:1,,0.503
8433,1:1,2:0,+,0.625
8434,1:1,1:1,,0.573
8435,1:1,1:1,,0.841
8436,1:1,2:0,+,0.552
8437,1:1,1:1,,0.577
8438,1:1,1:1,,0.783
8439,1:1,1:1,,0.843
8440,1:1,1:1,,0.843
8441,1:1,1:1,,0.625
8442,1:1,1:1,,0.843
8443,1:1,1:1,,0.68
8444,1:1,1:1,,0.589
8445,1:1,1:1,,0.795
8446,1:1,1:1,,0.713
8447,1:1,1:1,,0.576
8448,1:1,1:1,,0.843
8449,1:1,1:1,,0.844
8450,1:1,1:1,,0.607
8451,1:1,1:1,,0.843
8452,1:1,1:1,,0.768
8453,1:1,1:1,,0.657
8454,1:1,1:1,,0.737
8455,1:1,1:1,,0.558
8456,1:1,1:1,,0.612
8457,1:1,1:1,,0.756
8458,1:1,1:1,,0.727
8459,1:1,1:1,,0.597
8460,1:1,1:1,,0.707
8461,1:1,1:1,,0.585
8462,1:1,1:1,,0.673
8463,1:1,1:1,,0.561
8464,1:1,1:1,,0.843
8465,1:1,1:1,,0.844
8466,1:1,1:1,,0.7
8467,1:1,1:1,,0.562
8468,1:1,1:1,,0.64
8469,1:1,2:0,+,0.737
8470,1:1,1:1,,0.703
8471,1:1,1:1,,0.818
8472,1:1,1:1,,0.632
8473,1:1,2:0,+,0.579
8474,1:1,1:1,,0.695
8475,1:1,1:1,,0.579
8476,1:1,1:1,,0.844
8477,1:1,1:1,,0.516
8478,1:1,1:1,,0.602
8479,1:1,1:1,,0.833
8480,1:1,1:1,,0.692
8481,1:1,1:1,,0.54
8482,1:1,1:1,,0.529
8483,1:1,1:1,,0.824
8484,1:1,2:0,+,0.567
8485,1:1,1:1,,0.792
8486,1:1,1:1,,0.638
8487,1:1,2:0,+,0.606
8488,1:1,1:1,,0.65
8489,1:1,2:0,+,0.535
8490,1:1,1:1,,0.581
8491,1:1,1:1,,0.588
8492,1:1,1:1,,0.583
8493,1:1,1:1,,0.68
8494,1:1,2:0,+,0.88
8495,1:1,1:1,,0.515
8496,1:1,1:1,,0.584
8497,1:1,1:1,,0.711
8498,1:1,1:1,,0.575
8499,1:1,1:1,,0.844
8500,1:1,1:1,,0.679
8501,1:1,1:1,,0.572
8502,1:1,1:1,,0.844
8503,1:1,1:1,,0.738
8504,1:1,1:1,,0.582
8505,1:1,1:1,,0.837
8506,1:1,1:1,,0.712
8507,1:1,1:1,,0.518
8508,1:1,1:1,,0.531
8509,1:1,2:0,+,0.583
8510,1:1,1:1,,0.58
8511,1:1,1:1,,0.673
8512,1:1,2:0,+,0.638
8513,1:1,1:1,,0.501
8514,1:1,1:1,,0.581
8515,1:1,2:0,+,0.642
8516,1:1,2:0,+,0.653
8517,1:1,2:0,+,0.692
8518,1:1,2:0,+,0.508
8519,1:1,1:1,,0.582
8520,1:1,2:0,+,0.62
8521,1:1,2:0,+,0.634
8522,1:1,2:0,+,0.702
8523,1:1,1:1,,0.539
8524,1:1,1:1,,0.59
8525,1:1,2:0,+,0.714
8526,1:1,1:1,,0.686
8527,1:1,2:0,+,0.615
8528,1:1,2:0,+,0.663
8529,1:1,2:0,+,0.561
8530,1:1,1:1,,0.826
8531,1:1,1:1,,0.608
8532,1:1,1:1,,0.604
8533,1:1,1:1,,0.844
8534,1:1,1:1,,0.833
8535,1:1,2:0,+,0.683
8536,1:1,2:0,+,0.712
8537,1:1,2:0,+,0.548
8538,1:1,1:1,,0.775
8539,1:1,2:0,+,0.614
8540,1:1,2:0,+,0.594
8541,1:1,1:1,,0.565
8542,1:1,1:1,,0.844
8543,1:1,2:0,+,0.552
8544,1:1,1:1,,0.692
8545,1:1,2:0,+,0.685
8546,1:1,2:0,+,0.726
8547,1:1,2:0,+,0.546
8548,1:1,1:1,,0.538
8549,1:1,2:0,+,0.62
8550,1:1,1:1,,0.535
8551,1:1,2:0,+,0.799
8552,1:1,2:0,+,0.783
8553,1:1,2:0,+,0.698
8554,1:1,2:0,+,0.518
8555,1:1,1:1,,0.839
8556,1:1,1:1,,0.528
8557,1:1,2:0,+,0.803
8558,1:1,2:0,+,0.791
8559,1:1,2:0,+,0.716
8560,1:1,2:0,+,0.753
8561,1:1,1:1,,0.541
8562,1:1,2:0,+,0.746
8563,1:1,2:0,+,0.732
8564,1:1,1:1,,0.721
8565,1:1,2:0,+,0.734
8566,1:1,2:0,+,0.511
8567,1:1,2:0,+,0.795
8568,1:1,2:0,+,0.562
8569,1:1,2:0,+,0.709
8570,1:1,2:0,+,0.695
8571,1:1,1:1,,0.596
8572,1:1,2:0,+,0.704
8573,1:1,1:1,,0.552
8574,1:1,1:1,,0.546
8575,1:1,1:1,,0.777
8576,1:1,2:0,+,0.789
8577,1:1,2:0,+,0.525
8578,1:1,2:0,+,0.815
8579,1:1,2:0,+,0.736
8580,1:1,2:0,+,0.793
8581,1:1,2:0,+,0.79
8582,1:1,2:0,+,0.59
8583,1:1,2:0,+,0.53
8584,1:1,2:0,+,0.783
8585,1:1,1:1,,0.508
8586,1:1,2:0,+,0.694
8587,1:1,2:0,+,0.528
8588,1:1,2:0,+,0.723
8589,1:1,2:0,+,0.514
8590,1:1,1:1,,0.658
8591,1:1,1:1,,0.578
8592,1:1,2:0,+,0.696
8593,1:1,2:0,+,0.547
8594,1:1,1:1,,0.679
8595,1:1,2:0,+,0.523
8596,1:1,2:0,+,0.738
8597,1:1,2:0,+,0.615
8598,1:1,2:0,+,0.644
8599,1:1,2:0,+,0.615
8600,1:1,2:0,+,0.504
8601,1:1,1:1,,0.783
8602,1:1,2:0,+,0.672
8603,1:1,1:1,,0.52
8604,1:1,1:1,,0.533
8605,1:1,2:0,+,0.679
8606,1:1,2:0,+,0.54
8607,1:1,1:1,,0.61
8608,1:1,2:0,+,0.657
8609,1:1,1:1,,0.818
8610,1:1,1:1,,0.814
8611,1:1,1:1,,0.595
8612,1:1,1:1,,0.583
8613,1:1,1:1,,0.551
8614,1:1,1:1,,0.594
8615,1:1,1:1,,0.821
8616,1:1,1:1,,0.777
8617,1:1,1:1,,0.564
8618,1:1,1:1,,0.781
8619,1:1,1:1,,0.56
8620,1:1,2:0,+,0.58
8621,1:1,1:1,,0.828
8622,1:1,1:1,,0.566
8623,1:1,1:1,,0.586
8624,1:1,1:1,,0.573
8625,1:1,1:1,,0.719
8626,1:1,1:1,,0.778
8627,1:1,1:1,,0.762
8628,1:1,1:1,,0.631
8629,1:1,1:1,,0.677
8630,1:1,2:0,+,0.509
8631,1:1,1:1,,0.715
8632,1:1,2:0,+,0.519
8633,1:1,1:1,,0.633
8634,1:1,1:1,,0.515
8635,1:1,1:1,,0.822
8636,1:1,1:1,,0.825
8637,1:1,1:1,,0.563
8638,1:1,1:1,,0.592
8639,1:1,1:1,,0.569
8640,1:1,1:1,,0.575
8641,1:1,1:1,,0.583
8642,1:1,1:1,,0.603
8643,1:1,1:1,,0.724
8644,1:1,1:1,,0.59
8645,1:1,1:1,,0.778
8646,1:1,1:1,,0.614
8647,1:1,2:0,+,0.503
8648,1:1,1:1,,0.838
8649,1:1,1:1,,0.818
8650,1:1,1:1,,0.781
8651,1:1,2:0,+,0.51
8652,1:1,1:1,,0.81
8653,1:1,2:0,+,0.5
8654,1:1,1:1,,0.526
8655,1:1,1:1,,0.587
8656,1:1,2:0,+,0.511
8657,1:1,1:1,,0.844
8658,1:1,1:1,,0.787
8659,1:1,1:1,,0.543
8660,1:1,2:0,+,0.553
8661,1:1,1:1,,0.816
8662,1:1,1:1,,0.844
8663,1:1,1:1,,0.782
8664,1:1,1:1,,0.523
8665,1:1,2:0,+,0.543
8666,1:1,1:1,,0.819
8667,1:1,1:1,,0.844
8668,1:1,1:1,,0.776
8669,1:1,1:1,,0.502
8670,1:1,2:0,+,0.569
8671,1:1,1:1,,0.811
8672,1:1,1:1,,0.844
8673,1:1,1:1,,0.769
8674,1:1,1:1,,0.504
8675,1:1,2:0,+,0.6
8676,1:1,1:1,,0.82
8677,1:1,1:1,,0.844
8678,1:1,1:1,,0.771
8679,1:1,2:0,+,0.517
8680,1:1,2:0,+,0.588
8681,1:1,1:1,,0.81
8682,1:1,1:1,,0.844
8683,1:1,1:1,,0.769
8684,1:1,2:0,+,0.537
8685,1:1,2:0,+,0.602
8686,1:1,1:1,,0.805
8687,1:1,1:1,,0.844
8688,1:1,1:1,,0.719
8689,1:1,2:0,+,0.555
8690,1:1,2:0,+,0.616
8691,1:1,1:1,,0.8
8692,1:1,1:1,,0.844
8693,1:1,1:1,,0.837
8694,1:1,1:1,,0.659
8695,1:1,1:1,,0.594
8696,1:1,1:1,,0.833
8697,1:1,1:1,,0.712
8698,1:1,1:1,,0.617
8699,1:1,1:1,,0.826
8700,1:1,2:0,+,0.597
8701,1:1,1:1,,0.844
8702,1:1,1:1,,0.83
8703,1:1,1:1,,0.752
8704,1:1,1:1,,0.704
8705,1:1,2:0,+,0.509
8706,1:1,1:1,,0.555
8707,1:1,1:1,,0.643
8708,1:1,2:0,+,0.511
8709,1:1,1:1,,0.549
8710,1:1,1:1,,0.632
8711,1:1,1:1,,0.786
8712,1:1,1:1,,0.591
8713,1:1,1:1,,0.584
8714,1:1,2:0,+,0.581
8715,1:1,2:0,+,0.577
8716,1:1,1:1,,0.614
8717,1:1,2:0,+,0.634
8718,1:1,2:0,+,0.502
8719,1:1,1:1,,0.844
8720,1:1,1:1,,0.726
8721,1:1,1:1,,0.709
8722,1:1,1:1,,0.592
8723,1:1,1:1,,0.578
8724,1:1,1:1,,0.707
8725,1:1,1:1,,0.558
8726,1:1,1:1,,0.588
8727,1:1,1:1,,0.672
8728,1:1,2:0,+,0.763
8729,1:1,1:1,,0.844
8730,1:1,1:1,,0.817
8731,1:1,1:1,,0.67
8732,1:1,2:0,+,0.675
8733,1:1,2:0,+,0.657
8734,1:1,1:1,,0.733
8735,1:1,1:1,,0.845
8736,1:1,1:1,,0.694
8737,1:1,2:0,+,0.668
8738,1:1,2:0,+,0.685
8739,1:1,1:1,,0.747
8740,1:1,1:1,,0.845
8741,1:1,1:1,,0.807
8742,1:1,2:0,+,0.508
8743,1:1,1:1,,0.779
8744,1:1,1:1,,0.567
8745,1:1,1:1,,0.56
8746,1:1,1:1,,0.57
8747,1:1,1:1,,0.587
8748,1:1,1:1,,0.564
8749,1:1,1:1,,0.524
8750,1:1,1:1,,0.56
8751,1:1,1:1,,0.666
8752,1:1,1:1,,0.844
8753,1:1,2:0,+,0.505
8754,1:1,2:0,+,0.732
8755,1:1,2:0,+,0.72
8756,1:1,2:0,+,0.839
8757,1:1,2:0,+,0.644
8758,1:1,2:0,+,0.756
8759,1:1,2:0,+,0.771
8760,1:1,2:0,+,0.804
8761,1:1,2:0,+,0.852
8762,1:1,2:0,+,0.816
8763,1:1,1:1,,0.845
8764,1:1,2:0,+,0.646
8765,1:1,2:0,+,0.714
8766,1:1,2:0,+,0.78
8767,1:1,2:0,+,0.672
8768,1:1,2:0,+,0.701
8769,1:1,2:0,+,0.772
8770,1:1,2:0,+,0.642
8771,1:1,1:1,,0.583
8772,1:1,2:0,+,0.537
8773,1:1,2:0,+,0.705
8774,1:1,1:1,,0.845
8775,1:1,1:1,,0.797
8776,1:1,1:1,,0.648
8777,1:1,2:0,+,0.718
8778,1:1,1:1,,0.56
8779,1:1,2:0,+,0.71
8780,1:1,2:0,+,0.727
8781,1:1,2:0,+,0.902
8782,1:1,2:0,+,0.751
8783,1:1,2:0,+,0.853
8784,1:1,2:0,+,0.895
8785,1:1,2:0,+,0.948
8786,1:1,2:0,+,0.927
8787,1:1,2:0,+,0.861
8788,1:1,2:0,+,0.67
8789,1:1,2:0,+,0.893
8790,1:1,2:0,+,0.96
8791,1:1,2:0,+,0.79
8792,1:1,2:0,+,0.827
8793,1:1,2:0,+,0.583
8794,1:1,2:0,+,0.503
8795,1:1,1:1,,0.547
8796,1:1,2:0,+,0.896
8797,1:1,2:0,+,0.81
8798,1:1,1:1,,0.551
8799,1:1,2:0,+,0.801
8800,1:1,2:0,+,0.784
8801,1:1,1:1,,0.532
8802,1:1,1:1,,0.513
8803,1:1,1:1,,0.533
8804,1:1,1:1,,0.843
8805,1:1,1:1,,0.621
8806,1:1,1:1,,0.786
8807,1:1,1:1,,0.711
8808,1:1,2:0,+,0.501
8809,1:1,1:1,,0.538
8810,1:1,1:1,,0.751
8811,1:1,2:0,+,0.508
8812,1:1,1:1,,0.768
8813,1:1,1:1,,0.843
8814,1:1,1:1,,0.804
8815,1:1,2:0,+,0.646
8816,1:1,2:0,+,0.76
8817,1:1,1:1,,0.621
8818,1:1,1:1,,0.835
8819,1:1,1:1,,0.818
8820,1:1,1:1,,0.826
8821,1:1,1:1,,0.654
8822,1:1,2:0,+,0.545
8823,1:1,1:1,,0.56
8824,1:1,1:1,,0.541
8825,1:1,1:1,,0.548
8826,1:1,1:1,,0.594
8827,1:1,1:1,,0.829
8828,1:1,1:1,,0.805
8829,1:1,1:1,,0.516
8830,1:1,1:1,,0.811
8831,1:1,1:1,,0.546
8832,1:1,1:1,,0.554
8833,1:1,2:0,+,0.705
8834,1:1,1:1,,0.533
8835,1:1,1:1,,0.55
8836,1:1,1:1,,0.519
8837,1:1,1:1,,0.533
8838,1:1,1:1,,0.844
8839,1:1,1:1,,0.658
8840,1:1,1:1,,0.663
8841,1:1,1:1,,0.513
8842,1:1,1:1,,0.835
8843,1:1,1:1,,0.753
8844,1:1,1:1,,0.631
8845,1:1,2:0,+,0.602
8846,1:1,1:1,,0.573
8847,1:1,1:1,,0.651
8848,1:1,2:0,+,0.877
8849,1:1,2:0,+,0.737
8850,1:1,1:1,,0.533
8851,1:1,1:1,,0.537
8852,1:1,1:1,,0.528
8853,1:1,2:0,+,0.712
8854,1:1,2:0,+,0.757
8855,1:1,2:0,+,0.72
8856,1:1,1:1,,0.721
8857,1:1,1:1,,0.62
8858,1:1,2:0,+,0.772
8859,1:1,1:1,,0.533
8860,1:1,1:1,,0.845
8861,1:1,1:1,,0.782
8862,1:1,2:0,+,0.603
8863,1:1,1:1,,0.518
8864,1:1,2:0,+,0.825
8865,1:1,2:0,+,0.775
8866,1:1,1:1,,0.718
8867,1:1,1:1,,0.681
8868,1:1,1:1,,0.526
8869,1:1,1:1,,0.61
8870,1:1,2:0,+,0.574
8871,1:1,1:1,,0.81
8872,1:1,1:1,,0.65
8873,1:1,2:0,+,0.527
8874,1:1,1:1,,0.688
8875,1:1,2:0,+,0.629
8876,1:1,2:0,+,0.731
8877,1:1,2:0,+,0.714
8878,1:1,2:0,+,0.675
8879,1:1,2:0,+,0.656
8880,1:1,2:0,+,0.827
8881,1:1,2:0,+,0.682
8882,1:1,2:0,+,0.633
8883,1:1,2:0,+,0.604
8884,1:1,2:0,+,0.739
8885,1:1,2:0,+,0.571
8886,1:1,2:0,+,0.573
8887,1:1,2:0,+,0.56
8888,1:1,2:0,+,0.616
8889,1:1,2:0,+,0.61
8890,1:1,2:0,+,0.531
8891,1:1,2:0,+,0.802
8892,1:1,2:0,+,0.785
8893,1:1,2:0,+,0.789
8894,1:1,2:0,+,0.727
8895,1:1,2:0,+,0.632
8896,1:1,2:0,+,0.632
8897,1:1,2:0,+,0.607
8898,1:1,2:0,+,0.535
8899,1:1,2:0,+,0.65
8900,1:1,1:1,,0.683
8901,1:1,2:0,+,0.577
8902,1:1,1:1,,0.623
8903,1:1,1:1,,0.561
8904,1:1,1:1,,0.744
8905,1:1,1:1,,0.761
8906,1:1,1:1,,0.734
8907,1:1,1:1,,0.821
8908,1:1,1:1,,0.79
8909,1:1,1:1,,0.794
8910,1:1,1:1,,0.816
8911,1:1,1:1,,0.774
8912,1:1,1:1,,0.833
8913,1:1,1:1,,0.581
8914,1:1,1:1,,0.793
8915,1:1,1:1,,0.797
8916,1:1,1:1,,0.771
8917,1:1,1:1,,0.825
8918,1:1,1:1,,0.813
8919,1:1,1:1,,0.822
8920,1:1,1:1,,0.827
8921,1:1,1:1,,0.807
8922,1:1,1:1,,0.839
8923,1:1,1:1,,0.627
8924,1:1,1:1,,0.821
8925,1:1,1:1,,0.817
8926,1:1,1:1,,0.808
8927,1:1,1:1,,0.836
8928,1:1,1:1,,0.823
8929,1:1,1:1,,0.829
8930,1:1,1:1,,0.833
8931,1:1,1:1,,0.812
8932,1:1,1:1,,0.841
8933,1:1,1:1,,0.638
8934,1:1,1:1,,0.822
8935,1:1,1:1,,0.819
8936,1:1,1:1,,0.802
8937,1:1,1:1,,0.84
8938,1:1,1:1,,0.83
8939,1:1,1:1,,0.831
8940,1:1,1:1,,0.838
8941,1:1,1:1,,0.814
8942,1:1,1:1,,0.841
8943,1:1,1:1,,0.641
8944,1:1,1:1,,0.824
8945,1:1,1:1,,0.823
8946,1:1,1:1,,0.805
8947,1:1,1:1,,0.841
8948,1:1,1:1,,0.827
8949,1:1,1:1,,0.831
8950,1:1,1:1,,0.839
8951,1:1,1:1,,0.817
8952,1:1,1:1,,0.843
8953,1:1,1:1,,0.64
8954,1:1,1:1,,0.818
8955,1:1,1:1,,0.818
8956,1:1,1:1,,0.803
8957,1:1,1:1,,0.841
8958,1:1,1:1,,0.826
8959,1:1,1:1,,0.831
8960,1:1,1:1,,0.838
8961,1:1,1:1,,0.818
8962,1:1,1:1,,0.844
8963,1:1,1:1,,0.673
8964,1:1,1:1,,0.807
8965,1:1,1:1,,0.816
8966,1:1,1:1,,0.783
8967,1:1,1:1,,0.842
8968,1:1,1:1,,0.825
8969,1:1,1:1,,0.831
8970,1:1,1:1,,0.839
8971,1:1,1:1,,0.82
8972,1:1,1:1,,0.844
8973,1:1,1:1,,0.667
8974,1:1,1:1,,0.805
8975,1:1,1:1,,0.822
8976,1:1,1:1,,0.792
8977,1:1,1:1,,0.841
8978,1:1,1:1,,0.829
8979,1:1,1:1,,0.83
8980,1:1,1:1,,0.838
8981,1:1,1:1,,0.824
8982,1:1,1:1,,0.842
8983,1:1,1:1,,0.634
8984,1:1,1:1,,0.82
8985,1:1,1:1,,0.812
8986,1:1,1:1,,0.805
8987,1:1,1:1,,0.841
8988,1:1,1:1,,0.824
8989,1:1,1:1,,0.829
8990,1:1,1:1,,0.838
8991,1:1,1:1,,0.824
8992,1:1,1:1,,0.843
8993,1:1,1:1,,0.63
8994,1:1,1:1,,0.81
8995,1:1,1:1,,0.818
8996,1:1,1:1,,0.802
8997,1:1,1:1,,0.841
8998,1:1,1:1,,0.827
8999,1:1,1:1,,0.827
9000,1:1,1:1,,0.839
9001,1:1,1:1,,0.819
9002,1:1,1:1,,0.842
9003,1:1,1:1,,0.627
9004,1:1,1:1,,0.823
9005,1:1,1:1,,0.816
9006,1:1,1:1,,0.798
9007,1:1,1:1,,0.84
9008,1:1,1:1,,0.826
9009,1:1,1:1,,0.826
9010,1:1,1:1,,0.837
9011,1:1,1:1,,0.829
9012,1:1,1:1,,0.843
9013,1:1,1:1,,0.635
9014,1:1,1:1,,0.821
9015,1:1,1:1,,0.805
9016,1:1,1:1,,0.795
9017,1:1,1:1,,0.841
9018,1:1,1:1,,0.819
9019,1:1,1:1,,0.83
9020,1:1,1:1,,0.836
9021,1:1,1:1,,0.825
9022,1:1,1:1,,0.66
9023,1:1,1:1,,0.623
9024,1:1,1:1,,0.813
9025,1:1,1:1,,0.802
9026,1:1,1:1,,0.794
9027,1:1,1:1,,0.84
9028,1:1,1:1,,0.824
9029,1:1,1:1,,0.825
9030,1:1,1:1,,0.835
9031,1:1,1:1,,0.827
9032,1:1,1:1,,0.842
9033,1:1,1:1,,0.619
9034,1:1,1:1,,0.81
9035,1:1,1:1,,0.79
9036,1:1,1:1,,0.776
9037,1:1,1:1,,0.84
9038,1:1,1:1,,0.823
9039,1:1,1:1,,0.821
9040,1:1,1:1,,0.835
9041,1:1,1:1,,0.819
9042,1:1,1:1,,0.842
9043,1:1,1:1,,0.617
9044,1:1,1:1,,0.809
9045,1:1,1:1,,0.786
9046,1:1,1:1,,0.786
9047,1:1,1:1,,0.839
9048,1:1,1:1,,0.814
9049,1:1,1:1,,0.826
9050,1:1,1:1,,0.834
9051,1:1,1:1,,0.831
9052,1:1,1:1,,0.842
9053,1:1,1:1,,0.614
9054,1:1,1:1,,0.805
9055,1:1,1:1,,0.794
9056,1:1,1:1,,0.786
9057,1:1,1:1,,0.839
9058,1:1,1:1,,0.819
9059,1:1,1:1,,0.819
9060,1:1,1:1,,0.833
9061,1:1,1:1,,0.818
9062,1:1,1:1,,0.843
9063,1:1,1:1,,0.614
9064,1:1,1:1,,0.803
9065,1:1,1:1,,0.8
9066,1:1,1:1,,0.768
9067,1:1,1:1,,0.838
9068,1:1,1:1,,0.817
9069,1:1,1:1,,0.818
9070,1:1,1:1,,0.836
9071,1:1,1:1,,0.832
9072,1:1,1:1,,0.843
9073,1:1,1:1,,0.61
9074,1:1,1:1,,0.809
9075,1:1,1:1,,0.797
9076,1:1,1:1,,0.778
9077,1:1,1:1,,0.837
9078,1:1,1:1,,0.815
9079,1:1,1:1,,0.822
9080,1:1,1:1,,0.832
9081,1:1,1:1,,0.828
9082,1:1,1:1,,0.841
9083,1:1,1:1,,0.609
9084,1:1,1:1,,0.808
9085,1:1,1:1,,0.805
9086,1:1,1:1,,0.744
9087,1:1,1:1,,0.837
9088,1:1,1:1,,0.805
9089,1:1,1:1,,0.815
9090,1:1,1:1,,0.831
9091,1:1,1:1,,0.827
9092,1:1,1:1,,0.841
9093,1:1,1:1,,0.605
9094,1:1,1:1,,0.796
9095,1:1,1:1,,0.793
9096,1:1,1:1,,0.753
9097,1:1,1:1,,0.838
9098,1:1,1:1,,0.804
9099,1:1,1:1,,0.811
9100,1:1,1:1,,0.83
9101,1:1,1:1,,0.827
9102,1:1,1:1,,0.842
9103,1:1,1:1,,0.613
9104,1:1,1:1,,0.793
9105,1:1,1:1,,0.787
9106,1:1,1:1,,0.769
9107,1:1,1:1,,0.837
9108,1:1,1:1,,0.809
9109,1:1,1:1,,0.816
9110,1:1,1:1,,0.829
9111,1:1,1:1,,0.834
9112,1:1,1:1,,0.842
